CY,PCY,FY,PFY,L90,B1_ALT_ID,CAT1,DATE1,DATE2,DATE3,TOPIC,ALLEGATION,SOURCE,LANGUAGE,REQUEST_TYPE,OUTCOME,ENFO_OUTCOME,STATUS,STAFF,ENFO_RECORD
0,1,1,0,1,2021-25363-INT,INTAKE_RECEIVED,12/17/2021 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,Y,
0,1,0,1,0,2021-20598-INT,INTAKE_RECEIVED,4/13/2021 10:27,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,T,
0,1,1,0,0,2021-23805-INT,INTAKE_RECEIVED,7/29/2021 9:22,9/3/2021 11:51,36,Paid Safe and Sick Leave,Did not allow use,Email,English,Complaint,Assigned for Review,Matter Created,,E,2021-01090-ENF
0,1,1,0,1,2021-24898-INT,INTAKE_RECEIVED,11/15/2021 15:15,12/2/2021 14:15,17,Paid Safe and Sick Leave,,Email,English,Complaint,Assigned for Review,Matter Created,,X,2021-01212-ENF
0,1,0,1,0,2021-23283-INT,INTAKE_RECEIVED,6/30/2021 12:38,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,0,0,2020-01761-INT,INTAKE_RECEIVED,4/10/2020 0:00,4/16/2020 11:45,6,Freelance Isn't Free,Refusal or failure by HP to enter into written contract,Email,English,Complaint,Information Provided,Matter Created,,S,2020-00266-ENF
0,0,0,0,0,2020-03586-INT,INTAKE_RECEIVED,6/26/2020 10:36,,,Unemployment Insurance,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,0,0,1,0,2020-04646-INT,INTAKE_RECEIVED,7/9/2020 17:31,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,1,1,0,0,2021-24583-INT,INTAKE_RECEIVED,10/14/2021 15:12,,,Other,,Call from 311,English,Information Request,Information Provided,,,O,
0,1,0,1,0,2021-22531-INT,INTAKE_RECEIVED,6/7/2021 10:15,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,1,1,0,1,2021-25092-INT,INTAKE_RECEIVED,12/2/2021 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,X,
0,0,0,0,0,2020-03768-INT,INTAKE_RECEIVED,6/29/2020 16:24,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,X,
0,0,0,1,0,2020-04003-INT,INTAKE_RECEIVED,7/2/2020 10:19,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,1,0,2020-12850-INT,INTAKE_RECEIVED,11/9/2020 0:00,,,Freelance Isn't Free,,Email,English,Information Request,Information Provided,,,W,
0,0,0,0,0,2020-02591-INT,INTAKE_RECEIVED,6/9/2020 15:53,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,0,0,2020-02144-INT,INTAKE_RECEIVED,5/6/2020 0:00,,,Commuter Benefits,,Email,English,Information Request,,,,M,
0,0,0,1,0,2020-15143-INT,INTAKE_RECEIVED,12/18/2020 16:11,12/18/2020 16:28,0,Fair Workweek,Retail: Retaliated (incl. threats),Direct Call,English,Retaliation w/o Termination,,Matter Created,,M,2020-00710-ENF
0,1,0,1,0,2021-23535-INT,INTAKE_RECEIVED,6/28/2021 0:00,,,Paid Safe and Sick Leave,Required EE to find replacement,Direct Call,English,Complaint,Assigned for Review,Matter Created,,Y,
0,1,0,1,0,2021-18747-INT,INTAKE_RECEIVED,3/4/2021 15:28,,,Health & Safety,,Call from Hotline,English,Complaint,,,,R,
0,0,0,1,0,2020-05025-INT,INTAKE_RECEIVED,7/15/2020 9:59,,,Health & Safety,,Call from Hotline,English,Information Request,,,,D,
0,1,1,0,0,2021-23480-INT,INTAKE_RECEIVED,7/8/2021 0:00,8/17/2021 16:52,40,Paid Safe and Sick Leave,Did not pay for use,Email,English,Complaint,Information Provided,Matter Created,,J,2021-01062-ENF
0,0,0,1,0,2020-06273-INT,INTAKE_RECEIVED,7/30/2020 9:18,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,Z,
0,1,0,1,0,2021-22326-INT,INTAKE_RECEIVED,5/28/2021 18:36,,,Paid Safe and Sick Leave,Retaliated (incl. threats),Email,English,Information Request,Assigned for Review,Matter Created,,K,
0,1,0,1,0,2021-22297-INT,INTAKE_RECEIVED,5/28/2021 10:18,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,L,
0,1,0,1,0,2021-21744-INT,INTAKE_RECEIVED,5/11/2021 11:39,,,Paid Safe and Sick Leave,,Call from Hotline,English,Complaint,Information Provided,,,K,
0,1,0,1,0,2021-22603-INT,INTAKE_RECEIVED,6/8/2021 13:25,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,I,
0,0,0,0,0,2020-01783-INT,INTAKE_RECEIVED,4/16/2020 15:27,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,J,
0,0,0,0,0,2020-02370-INT,INTAKE_RECEIVED,5/28/2020 13:38,,,Workers' Compensation,,Call from 311,English,Information Request,,,,V,
0,1,1,0,1,2021-24932-INT,INTAKE_RECEIVED,11/17/2021 8:35,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,R,
0,0,0,1,0,2020-07016-INT,INTAKE_RECEIVED,8/10/2020 11:40,,,Unemployment Insurance,,Call from Hotline,Spanish,Information Request,Information Provided,,,I,
0,0,0,1,0,2020-08384-TMP,INTAKE_RECEIVED,8/31/2020 16:52,,,Health & Safety,,,English,Information Request,,,,Z,
0,1,0,1,0,2021-17128-INT,INTAKE_RECEIVED,1/29/2021 14:09,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,1,0,1,0,2021-21246-INT,INTAKE_RECEIVED,4/26/2021 0:00,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,L,
0,0,0,0,0,2020-03310-INT,INTAKE_RECEIVED,6/22/2020 12:35,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,O,
0,1,0,1,0,2021-16584-INT,INTAKE_RECEIVED,1/21/2021 9:26,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,0,0,1,0,2020-14310-INT,INTAKE_RECEIVED,12/4/2020 15:04,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,P,
0,0,0,1,0,2020-08524-INT,INTAKE_RECEIVED,9/3/2020 10:18,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,0,0,1,0,2020-12547-INT,INTAKE_RECEIVED,11/5/2020 10:00,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,V,
0,0,0,1,0,2020-10288-INT,INTAKE_RECEIVED,9/29/2020 14:17,,,Other,,Call from Hotline,English,Complaint,Information Provided,,,A,
0,0,0,1,0,2020-15029-INT,INTAKE_RECEIVED,12/17/2020 15:25,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,E,
0,0,0,0,0,2020-02797-INT,INTAKE_RECEIVED,6/11/2020 0:00,,,Paid Safe and Sick Leave,Did not pay for use,Email,Spanish,Complaint,Information Provided,Matter Created,,B,
0,0,0,1,0,2020-04843-INT,INTAKE_RECEIVED,7/13/2020 14:27,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,0,0,1,0,2020-11338-INT,INTAKE_RECEIVED,10/16/2020 9:08,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,X,
0,0,0,1,0,2020-14619-INT,INTAKE_RECEIVED,12/9/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,D,
0,1,0,1,0,2021-21360-INT,INTAKE_RECEIVED,4/29/2021 16:27,,,Paid Safe and Sick Leave,,Call from Hotline,English,Complaint,Information Provided,,,W,
0,0,0,1,0,2020-07950-INT,INTAKE_RECEIVED,8/24/2020 0:00,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,B,
0,1,1,0,1,2021-25378-INT,INTAKE_RECEIVED,12/21/2021 13:43,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,O,
0,0,0,1,0,2020-06096-INT,INTAKE_RECEIVED,7/28/2020 11:43,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,1,0,1,0,2021-16545-INT,INTAKE_RECEIVED,1/19/2021 11:04,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,U,
0,0,0,1,0,2020-10725-INT,INTAKE_RECEIVED,10/7/2020 12:33,,,Other,,Call from Hotline,Spanish,Information Request,Information Provided,,,N,
1,0,1,0,1,2022-26338-INT,INTAKE_RECEIVED,1/20/2022 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,H,
0,0,0,1,0,2020-05650-INT,INTAKE_RECEIVED,7/21/2020 18:27,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,P,
0,0,0,1,0,2020-07503-INT,INTAKE_RECEIVED,8/17/2020 16:45,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,N,
0,0,0,1,0,2020-04885-INT,INTAKE_RECEIVED,7/13/2020 17:19,,,Other,,Call from Hotline,English,Complaint,,,,Y,
0,0,0,1,0,2020-07613-INT,INTAKE_RECEIVED,8/19/2020 13:15,,,Other,,Call from Hotline,English,Information Request,,,,F,
0,0,0,1,0,2020-11289-INT,INTAKE_RECEIVED,10/15/2020 14:10,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,0,0,0,0,2020-02861-INT,INTAKE_RECEIVED,6/12/2020 16:58,,,Other,,Call from Hotline,English,Information Request,,,,V,
0,0,0,0,0,2020-01603-INT,INTAKE_RECEIVED,4/9/2020 14:39,,,Paid Safe and Sick Leave,,Email,English,Complaint,Information Provided,Matter Created,,M,
0,0,0,1,0,2020-06570-INT,INTAKE_RECEIVED,8/3/2020 17:30,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,0,0,0,0,2020-00920-INT,INTAKE_RECEIVED,3/22/2020 0:00,,,Other,,Email,English,Information Request,Information Provided,,,G,
0,0,0,1,0,2020-08532-INT,INTAKE_RECEIVED,9/3/2020 10:54,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,1,0,1,0,2021-22033-INT,INTAKE_RECEIVED,5/19/2021 14:34,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,0,0,2020-00813-INT,INTAKE_RECEIVED,3/23/2020 13:39,3/23/2020 13:54,0,Paid Safe and Sick Leave,Retaliated (incl. threats),Call from 311,English,Retaliation w/o Termination,,Matter Created,,I,2020-00203-ENF
0,0,0,0,0,2020-00702-INT,INTAKE_RECEIVED,3/20/2020 13:56,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,Z,
0,0,0,1,0,2020-07798-INT,INTAKE_RECEIVED,8/22/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,,,,Q,
0,0,0,1,0,2020-09600-INT,INTAKE_RECEIVED,9/18/2020 14:14,,,Health & Safety,,Call from Hotline,English,Complaint,Information Provided,,,J,
0,1,1,0,0,2021-23928-INT,INTAKE_RECEIVED,8/6/2021 0:00,,,Paid Safe and Sick Leave,Failed to maintain adequate policy,Email,English,Retaliation w/ Termination,Assigned for Review,Matter Created,,A,
0,1,0,1,0,2021-21775-INT,INTAKE_RECEIVED,5/11/2021 15:30,,,Discrimination/Harassment,,Email,English,Complaint,Information Provided,,,D,
0,0,0,0,0,2020-01860-INT,INTAKE_RECEIVED,4/21/2020 11:35,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,G,
0,0,0,1,0,2020-08086-INT,INTAKE_RECEIVED,8/27/2020 15:47,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,0,0,1,0,2020-04464-INT,INTAKE_RECEIVED,7/8/2020 14:37,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,1,0,1,0,2021-16764-INT,INTAKE_RECEIVED,1/25/2021 15:31,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,P,
0,1,0,1,0,2021-17191-INT,INTAKE_RECEIVED,1/31/2021 0:00,,,Paid Safe and Sick Leave,Did not pay for use,Email,English,Complaint,Assigned for Review,Matter Created,,A,
0,1,0,1,0,2021-19988-INT,INTAKE_RECEIVED,3/29/2021 11:01,,,Other,,Email,English,Information Request,Information Provided,,,U,
0,0,0,0,0,2020-01170-INT,INTAKE_RECEIVED,3/27/2020 0:00,,,Unemployment Insurance,,Email,English,Information Request,Information Provided,,,J,
0,0,0,1,0,2020-15038-INT,INTAKE_RECEIVED,12/17/2020 15:35,,,Health & Safety,,Call from Hotline,English,Complaint,,,,U,
0,1,0,1,0,2021-18653-INT,INTAKE_RECEIVED,3/3/2021 10:33,5/6/2021 14:09,64,Paid Safe and Sick Leave,Did not allow use,Call from 311,English,Complaint,Information Provided,Matter Created,,U,2021-00887-ENF
0,1,0,1,0,2021-17525-INT,INTAKE_RECEIVED,2/5/2021 14:30,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,1,0,2020-04125-INT,INTAKE_RECEIVED,7/6/2020 10:39,,,Paid Safe and Sick Leave,,Call from 311,Spanish,Information Request,Information Provided,,,K,
0,1,0,1,0,2021-19439-INT,INTAKE_RECEIVED,3/17/2021 16:45,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,H,
0,0,0,0,0,2020-01478-INT,INTAKE_RECEIVED,3/30/2020 0:00,,,Other,,E-form from Mayor's Office,English,Information Request,Information Provided,,,F,
0,0,0,1,0,2020-05125-INT,INTAKE_RECEIVED,7/15/2020 17:11,,,Health & Safety,,Call from Hotline,English,Information Request,,,,A,
0,1,0,1,0,2021-16888-INT,INTAKE_RECEIVED,1/27/2021 9:38,,,Other,,Call from Hotline,English,Complaint,Information Provided,,,D,
0,1,0,1,0,2021-22238-INT,INTAKE_RECEIVED,5/26/2021 12:59,,,Paid Safe and Sick Leave,Did not pay for use,Direct Call,English,Information Request,Information Provided,Decision Made Not to Docket,,N,
0,0,0,1,0,2020-08531-INT,INTAKE_RECEIVED,9/3/2020 10:52,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,0,0,1,0,2020-11271-INT,INTAKE_RECEIVED,10/14/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,O,
0,0,0,0,0,2020-02352-INT,INTAKE_RECEIVED,5/27/2020 16:22,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,N,
0,1,0,1,0,2021-16948-INT,INTAKE_RECEIVED,1/27/2021 14:47,,,Wage & Hour,,Call from Hotline,English,Information Request,Information Provided,,,J,
0,0,0,1,0,2020-11964-INT,INTAKE_RECEIVED,10/26/2020 14:14,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,1,0,1,0,2021-22417-INT,INTAKE_RECEIVED,6/3/2021 9:41,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,N,
0,0,0,1,0,2020-04640-INT,INTAKE_RECEIVED,7/9/2020 17:04,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,,,,U,
1,0,1,0,1,2022-26051-INT,INTAKE_RECEIVED,1/11/2022 15:52,,,Other,,Email,English,Information Request,Information Provided,,,V,
1,0,1,0,1,2022-25793-INT,INTAKE_RECEIVED,1/6/2022 12:37,,,Other,,Email,English,Information Request,Information Provided,,,I,
0,0,0,1,0,2020-06278-INT,INTAKE_RECEIVED,7/30/2020 9:40,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,O,
0,0,0,0,0,2020-01491-INT,INTAKE_RECEIVED,4/6/2020 15:24,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,L,
1,0,1,0,1,2022-26579-INT,INTAKE_RECEIVED,2/7/2022 0:00,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,G,
1,0,1,0,1,2022-25813-INT,INTAKE_RECEIVED,1/3/2022 0:00,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,O,
0,0,0,1,0,2020-06799-INT,INTAKE_RECEIVED,8/6/2020 9:09,,,Health & Safety,,Call from Hotline,English,Information Request,,,,Y,
0,0,0,1,0,2020-12434-INT,INTAKE_RECEIVED,11/2/2020 16:28,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,X,
0,0,0,0,0,2020-01797-INT,INTAKE_RECEIVED,4/17/2020 10:38,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,V,
0,1,0,1,0,2021-16392-INT,INTAKE_RECEIVED,1/15/2021 16:23,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Z,
0,0,0,0,0,2020-02970-INT,INTAKE_RECEIVED,6/16/2020 10:39,,,Other,,Call from Hotline,English,Other,Information Provided,,,I,
0,1,1,0,1,2021-24971-INT,INTAKE_RECEIVED,11/19/2021 10:37,,,Other,,Direct Call,English,Information Request,Information Provided,,,P,
0,0,0,1,0,2020-07674-INT,INTAKE_RECEIVED,8/20/2020 14:19,,,Other,,Email,English,Information Request,Information Provided,,,S,
0,0,0,0,0,2020-02544-INT,INTAKE_RECEIVED,6/9/2020 11:27,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,0,0,1,0,2020-05333-INT,INTAKE_RECEIVED,7/13/2020 0:00,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,G,
0,0,0,1,0,2020-09554-INT,INTAKE_RECEIVED,9/18/2020 9:54,,,Health & Safety,,Call from Hotline,English,Complaint,,,,I,
0,0,0,1,0,2020-13425-INT,INTAKE_RECEIVED,11/20/2020 10:30,,,Health & Safety,,Email,English,Information Request,Information Provided,,,M,
0,0,0,0,0,2020-00495-INT,INTAKE_RECEIVED,2/28/2020 0:00,3/12/2020 15:09,13,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,J,2020-00164-ENF
0,0,0,0,0,2020-02460-INT,INTAKE_RECEIVED,6/8/2020 10:52,,,Wage & Hour,,Email,English,Information Request,,,,K,
0,1,0,1,0,2021-22070-INT,INTAKE_RECEIVED,5/20/2021 13:32,,,Freelance Isn't Free,,Email,English,Complaint,Information Provided,,,Z,
0,0,0,1,0,2020-10221-INT,INTAKE_RECEIVED,9/29/2020 9:35,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,G,
0,0,0,1,0,2020-15135-INT,INTAKE_RECEIVED,12/18/2020 15:29,12/18/2020 15:49,0,Fair Workweek,,Call from 311,English,Retaliation w/ Termination,,Matter Created,,I,2020-00709-ENF
0,0,0,1,0,2020-04944-INT,INTAKE_RECEIVED,7/13/2020 0:00,7/29/2020 16:59,16,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,,Matter Created,,K,2020-00500-ENF
0,0,0,1,0,2020-10966-INT,INTAKE_RECEIVED,10/9/2020 14:19,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,V,
0,1,1,0,1,2021-24979-INT,INTAKE_RECEIVED,11/19/2021 15:19,11/22/2021 11:04,3,Fair Scheduling - Fast Food,Work schedule incomplete/non-compliant,Email,English,Complaint,Assigned for Review,Intake Linked to Existing Matter,,F,2019-00649-ENF
0,0,0,0,0,2020-03169-INT,INTAKE_RECEIVED,6/16/2020 0:00,,,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Information Provided,Matter Created,,J,
0,0,0,0,0,2020-02551-INT,INTAKE_RECEIVED,6/9/2020 11:52,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,J,
1,0,1,0,1,2022-26502-INT,INTAKE_RECEIVED,1/31/2022 12:41,2/4/2022 15:15,4,Freelance Isn't Free,Asking as a condition of pmnt that you accept less than contract compensation once work began,Email,English,Complaint,,Matter Created,,J,2022-01353-ENF
0,0,0,1,0,2020-06743-INT,INTAKE_RECEIVED,8/5/2020 13:07,,,Health & Safety,,Call from Hotline,English,Information Request,,,,O,
0,1,0,1,0,2021-21698-INT,INTAKE_RECEIVED,5/10/2021 12:01,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,L,
1,0,1,0,1,2022-26507-INT,INTAKE_RECEIVED,1/31/2022 16:09,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,M,
0,1,1,0,0,2021-23762-INT,INTAKE_RECEIVED,7/23/2021 15:36,,,Other,,Direct Call,English,Information Request,Information Provided,,,A,
0,0,0,0,0,2020-00694-INT,INTAKE_RECEIVED,3/20/2020 13:32,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,M,
0,0,0,1,0,2020-10511-INT,INTAKE_RECEIVED,10/5/2020 9:38,,,Other,,Call from Hotline,English,Complaint,Information Provided,,,P,
0,1,0,1,0,2021-17729-INT,INTAKE_RECEIVED,2/10/2021 10:27,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,1,0,1,0,2021-18238-INT,INTAKE_RECEIVED,2/23/2021 9:23,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,0,0,1,0,2020-11478-INT,INTAKE_RECEIVED,10/19/2020 14:05,,,Freelance Isn't Free,,Email,English,Information Request,,,,M,
0,0,0,1,0,2020-12214-INT,INTAKE_RECEIVED,10/29/2020 14:01,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,0,0,0,0,2020-00878-INT,INTAKE_RECEIVED,3/16/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,V,
0,1,0,1,0,2021-20732-INT,INTAKE_RECEIVED,4/16/2021 14:28,6/10/2021 14:40,55,Paid Safe and Sick Leave,,Call from 311,English,Complaint,Assigned for Review,Intake Linked to Existing Matter,,M,2019-00827-ENF
0,1,0,1,0,2021-22057-INT,INTAKE_RECEIVED,5/20/2021 12:41,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-06394-INT,INTAKE_RECEIVED,7/31/2020 11:13,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,N,
1,0,1,0,1,2022-25788-INT,INTAKE_RECEIVED,1/5/2022 0:00,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,K,
0,0,0,1,0,2020-05631-INT,INTAKE_RECEIVED,7/21/2020 16:52,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,M,
0,1,0,1,0,2021-16535-INT,INTAKE_RECEIVED,1/20/2021 13:21,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,1,1,0,0,2021-23655-INT,INTAKE_RECEIVED,7/19/2021 12:03,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,H,
0,0,0,0,0,2020-03794-INT,INTAKE_RECEIVED,6/29/2020 0:00,,,Health & Safety,,E-form from 311,English,Information Request,Information Provided,,,V,
0,0,0,1,0,2020-07884-INT,INTAKE_RECEIVED,8/25/2020 12:44,,,Unemployment Insurance,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,1,1,0,0,2021-23867-INT,INTAKE_RECEIVED,8/6/2021 11:20,,,Discrimination/Harassment,,Direct Call,English,Information Request,Information Provided,Decision Made Not to Docket,,A,
0,1,1,0,1,2022-26067-INT,INTAKE_RECEIVED,12/28/2021 0:00,,,Health & Safety,,Call from 311,English,Information Request,,,,Q,
0,1,0,1,0,2021-18668-INT,INTAKE_RECEIVED,3/3/2021 13:40,,,Other,,,English,Other,Information Provided,Decision Made Not to Docket,,Y,
0,1,1,0,1,2021-25182-INT,INTAKE_RECEIVED,12/8/2021 0:00,12/10/2021 8:46,2,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,,,E,2021-01251-ENF
0,0,0,1,0,2020-15506-INT,INTAKE_RECEIVED,12/23/2020 10:15,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,D,
0,0,0,1,0,2020-08317-INT,INTAKE_RECEIVED,9/1/2020 10:27,,,Other,,Call from Hotline,English,Information Request,,,,G,
0,0,0,1,0,2020-04658-INT,INTAKE_RECEIVED,7/10/2020 9:14,,,Other,,Call from Hotline,English,Information Request,,,,K,
1,0,1,0,1,2022-26429-INT,INTAKE_RECEIVED,1/26/2022 13:18,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,A,
0,1,0,1,0,2021-19291-INT,INTAKE_RECEIVED,3/15/2021 16:19,,,Paid Safe and Sick Leave,,Email,English,Information Request,,,,S,
0,0,0,1,0,2020-04470-INT,INTAKE_RECEIVED,7/8/2020 14:52,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,0,0,1,0,2020-14712-INT,INTAKE_RECEIVED,12/9/2020 14:14,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,1,0,1,0,2021-22982-INT,INTAKE_RECEIVED,6/22/2021 12:05,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,I,
0,0,0,1,0,2020-13698-INT,INTAKE_RECEIVED,11/25/2020 9:24,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,0,0,0,0,2020-01755-INT,INTAKE_RECEIVED,4/15/2020 18:26,,,Paid Safe and Sick Leave,,Email,English,Information Request,,,,W,
0,0,0,1,0,2020-07184-INT,INTAKE_RECEIVED,8/12/2020 10:52,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,1,0,1,0,2021-16482-INT,INTAKE_RECEIVED,1/19/2021 15:09,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,1,0,2020-04553-INT,INTAKE_RECEIVED,7/9/2020 11:08,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,0,0,0,0,2020-00595-INT,INTAKE_RECEIVED,3/11/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,F,
0,0,0,1,0,2020-13013-INT,INTAKE_RECEIVED,11/12/2020 17:33,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,O,
0,0,0,1,0,2020-04060-INT,INTAKE_RECEIVED,7/2/2020 14:04,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,X,
0,0,0,1,0,2020-10463-INT,INTAKE_RECEIVED,10/2/2020 13:03,,,Health & Safety,,Call from Hotline,English,Complaint,Information Provided,,,Y,
0,1,0,1,0,2021-23232-INT,INTAKE_RECEIVED,6/29/2021 15:25,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,J,
0,0,0,0,0,2020-04089-INT,INTAKE_RECEIVED,6/29/2020 0:00,,,Health & Safety,,Call from Hotline,English,Complaint,Information Provided,,,Z,
0,1,0,1,0,2021-22091-INT,INTAKE_RECEIVED,5/21/2021 9:21,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,0,0,0,0,2020-01263-INT,INTAKE_RECEIVED,4/1/2020 14:25,,,Paid Safe and Sick Leave,,Call from 311,Spanish,Information Request,Information Provided,,,S,
0,1,0,1,0,2021-18751-INT,INTAKE_RECEIVED,3/4/2021 15:50,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,0,0,0,0,2020-01241-INT,INTAKE_RECEIVED,4/1/2020 12:11,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,W,
0,0,0,1,0,2020-12450-INT,INTAKE_RECEIVED,11/4/2020 9:43,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,1,0,1,0,2021-20233-INT,INTAKE_RECEIVED,4/1/2021 9:51,,,Health & Safety,,Call from Hotline,English,Complaint,,,,K,
0,0,0,0,0,2020-00535-INT,INTAKE_RECEIVED,3/1/2020 0:00,,,Commuter Benefits,,Email,English,Information Request,,,,Q,
